date,Trust_Score,Stringency_z,Newcase_z,Death_z,Stringency_lag,Trust_lag,Cases_lag,Death_lag,Policy_change,Gap_signed,Gap_abs
2021-01-14,-0.2169751357702063,1.743761880099231,0.5909684244928387,3.0892243283325618,0.12372847159922135,-0.0417170414582866,0.4404485027901272,2.922709976676097,1.6200334085000097,1.9607370158694373,1.9607370158694373
2021-01-15,-0.5276494772287011,1.743761880099231,0.5418931711640326,3.23064096348253,0.4475018031503575,-0.2169751357702063,0.5572894012778998,3.0892243283325618,1.2962600769488735,2.271411357327932,2.271411357327932
2021-01-16,-0.5166887040276995,1.743761880099231,0.5030529352431923,3.369644250346598,0.9877073977744157,-0.5276494772287011,0.6434657555514106,3.23064096348253,0.7560544823248152,2.2604505841269305,2.2604505841269305
2021-01-17,-0.2015664744989037,1.743761880099231,0.4764543610305721,3.4999595294508787,0.9877073977744157,-0.5166887040276995,0.7156812523162936,3.369644250346598,0.7560544823248152,1.9453283545981346,1.9453283545981346
2021-01-18,-0.5494286759267953,1.743761880099231,0.44133212310395925,3.656338140792731,0.9877073977744157,-0.2015664744989037,0.7978157734850967,3.4999595294508787,0.7560544823248152,2.293190556026026,2.293190556026026
2021-01-19,-0.0485071058706314,1.743761880099231,0.41101942424895177,3.7470765350641697,0.9877073977744157,-0.5494286759267953,0.8290598894340299,3.656338140792731,0.7560544823248152,1.7922689859698624,1.7922689859698624
2021-01-27,-0.1266650813403874,1.743761880099231,0.04506067756196423,3.762521088774329,0.9877073977744157,-0.0485071058706314,0.6548999665051339,3.7470765350641697,0.7560544823248152,1.8704269614396183,1.8704269614396183
2021-01-28,0.1292392576976847,1.743761880099231,-0.006093439952387602,3.610486366138738,0.9877073977744157,-0.1266650813403874,0.5909684244928387,3.762521088774329,0.7560544823248152,1.6145226224015463,1.6145226224015463
2021-01-29,-0.2082212296566546,1.743761880099231,-0.04480587434306054,3.5380889120761605,0.9877073977744157,0.1292392576976847,0.5418931711640326,3.610486366138738,0.7560544823248152,1.9519831097558855,1.9519831097558855
2021-01-30,-0.4566654222126909,1.743761880099231,-0.0757061969252346,3.47872312413237,0.3932478935390864,-0.2082212296566546,0.5030529352431923,3.5380889120761605,1.3505139865601445,2.2004273023119216,2.2004273023119216
2021-01-31,-0.3983570913066824,1.743761880099231,-0.1072742433874032,3.3928111960854688,0.3932478935390864,-0.4566654222126909,0.4764543610305721,3.47872312413237,1.3505139865601445,2.1421189714059135,2.1421189714059135
2021-02-01,-0.6607445803837206,1.743761880099231,-0.1279717565315905,3.2663567674746483,0.3932478935390864,-0.3983570913066824,0.44133212310395925,3.3928111960854688,1.3505139865601445,2.404506460482952,2.404506460482952
